gene_id,replicate1 24h,replicate2 24h,replicate1 48h,replicate2 48h,mock,24h mean,48h mean,mock mean,24h norm,48h norm,mock norm,fold-change 24h,fold-change 48h
RAD51AP1,280,377,107,99,76,328.5,103.0,76.0,0.009318091564077835,0.00276250502883197,0.004287971112615662,-12.993677290969888,-14.747734707333969
RAD51AP2,43,55,42,36,94,49.0,39.0,94.0,0.001389913201338855,0.001045997049751911,0.005303543218235162,-16.04537834541106,-16.45549435388899
RAD51B,369,383,203,230,543,376.0,216.5,543.0,0.010665456402110399,0.005806624647981762,0.03063642518618822,-15.635718873975355,-16.51289289415124
RAD51C,406,419,378,296,1214,412.5,337.0,1214.0,0.011700799909230158,0.009038487327343435,0.06849469645678176,-16.662801734971136,-17.035255646147426
RAD51D,192,162,118,91,96,177.0,104.5,96.0,0.005020706870142395,0.0028027356845916587,0.005416384563303994,-14.22285628848679,-15.063911089713875
RAD52,304,337,317,341,461,320.5,329.0,461.0,0.009091166959777615,0.008823923829958428,0.026009930038366057,-15.629941731659226,-15.672986887767697
RAD54B,200,259,131,135,276,229.5,133.0,276.0,0.0065098995858625976,0.0035671181440257477,0.015572105619498984,-15.371673451212992,-16.239549742350583
RAD54L,219,225,112,110,101,222.0,111.0,101.0,0.00629715776933114,0.0029770685262169774,0.005698487925976077,-13.96929495425032,-15.05010333747529
RAD54L2,727,831,414,419,246,779.0,416.5,246.0,0.022096783343734043,0.011170712082606947,0.013879485443466486,-13.442534325126202,-14.426649541047295
RAD9A,2095,1133,1613,1208,501,1614.0,1410.5,501.0,0.045782038917569635,0.037830226632694114,0.02826675693974272,-13.417741267766058,-13.692983563683239
RAD9B,49,67,20,38,66,58.0,29.0,66.0,0.001645203381176604,0.0007777926780206517,0.003723764387271496,-15.291912462079512,-16.372720845304485
RADIL,18,10,13,3,4,14.0,8.0,4.0,0.0003971180575253872,0.00021456349738500737,0.00022568269013766644,-13.298144415791025,-14.186307721073602
RAE1,1264,1112,1079,975,1504,1188.0,1027.0,1504.0,0.033698303738582853,0.027544588976800323,0.08485669149176259,-15.445769068725502,-15.736676106433045
RAET1E,1328,1250,901,816,1127,1289.0,858.5,1127.0,0.03656322686787315,0.023025345313128606,0.06358609794628751,-14.911734589659202,-15.578905197243689
RAET1G,299,284,259,298,418,291.5,278.5,418.0,0.008268565269189312,0.0074694917527155695,0.023583841119386145,-15.625506396729017,-15.772133335814452
RAET1L,170,134,150,265,86,152.0,207.5,86.0,0.004311567481704204,0.005565240713423629,0.004852177837959828,-14.283836579107144,-13.915604949541413
RAF1,3665,4300,2589,2819,2174,3982.5,2704.0,2174.0,0.1129659045782039,0.07252246211613249,0.12265854208982171,-14.232176916463267,-14.871564509818727
RAG1,38,45,17,26,19,41.5,21.5,19.0,0.0011771713848073978,0.0005766393992222074,0.0010719927781539156,-13.978387419945292,-15.00797047981509
RAG2,4,0,1,0,2,2.0,0.5,2.0,5.6731151075055314e-05,1.341021858656296e-05,0.00011284134506883322,-15.105499337848629,-17.1863077210736
RAI1,4269,2706,1962,2634,137,3487.5,2298.0,137.0,0.0989249446871277,0.06163336462384337,0.007729632137215075,-10.435553919205246,-11.118176721388014
RAI14,2163,3395,1362,1613,2408,2779.0,1487.5,2408.0,0.07882793441878935,0.03989540029502481,0.1358609794628752,-14.898768895407771,-15.881253444750635
RAI2,13,20,11,13,14,16.5,12.0,14.0,0.0004680319963692063,0.0003218452460775111,0.0007898894154818325,-14.868460140547782,-15.40870014241005
RALA,1632,1657,1367,1495,2342,1644.5,1431.0,2342.0,0.04664718897146423,0.038380045594743194,0.1321372150756037,-15.615591405514444,-15.897025124848149
RALB,2585,2881,1924,1928,4198,2733.0,1926.0,4198.0,0.07752311794406308,0.05165616199544053,0.23685398329948093,-15.724716044617578,-16.310402184522296
RALBP1,3753,4267,2234,2545,3051,4010.0,2389.5,3051.0,0.1137459579054859,0.06408743462518439,0.1721394719025051,-14.711179281085004,-15.538881133405791
RALGAPA1,1146,1972,632,843,957,1559.0,737.5,957.0,0.044221932263005616,0.01978007241518037,0.05399458361543669,-14.40146923963687,-15.562183596423061
RALGAPA2,6813,9674,3287,3856,4877,8243.5,3571.5,4877.0,0.23383162194360924,0.09578919136381923,0.2751636199503498,-14.348236307698013,-15.63577157211798
RALGAPB,2666,4101,1663,2083,2478,3383.5,1873.0,2478.0,0.09597492483122483,0.050234678825264854,0.13981042654028436,-14.656159136779666,-15.590133008971158
RALGDS,5204,5135,3479,3436,1643,5169.5,3457.5,1643.0,0.14663584274124922,0.09273166152608288,0.0926991649740465,-13.451807069976311,-14.11291094998582
RALGPS1,2164,2958,993,1157,1800,2561.0,1075.0,1800.0,0.07264423895160833,0.028831969961110367,0.1015572105619499,-14.596788991468198,-15.929967967813818
RALGPS2,1506,2327,1050,1160,1671,1916.5,1105.0,1671.0,0.05436262551767175,0.029636583076304145,0.09427894380501016,-14.9077370731093,-15.782973084855994
RALY,4524,2631,3775,3184,2208,3577.5,3479.5,2208.0,0.10147784648550519,0.09332171114389165,0.12457684495599188,-14.409287743012769,-14.530167885778424
RALYL,8,9,6,4,25,8.5,5.0,25.0,0.0002411073920689851,0.00013410218586562962,0.0014105168133604152,-16.661892686373015,-17.508235815960965
RAMP1,711,190,644,448,258,450.5,546.0,258.0,0.01277869177965621,0.014643958696526753,0.014556533513879486,-14.301343297458347,-14.104777835577002
RAMP2,12,8,13,5,11,10.0,9.0,11.0,0.00028365575537527655,0.0002413839345581333,0.0006206273978785827,-15.243002861598566,-15.475814338268588
RAMP3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RAN,6626,7135,5742,5017,11530,6880.5,5379.5,11530.0,0.19516934248595905,0.1442805417728309,0.6505303543218235,-15.850306537584649,-16.28615624186436
RANBP1,2398,1988,1937,1377,5098,2193.0,1657.0,5098.0,0.062205707153798154,0.04444146439586965,0.2876325885804559,-16.32252489919724,-16.807665491874353
RANBP10,1888,1538,1466,1455,403,1713.0,1460.5,403.0,0.048590230895784875,0.03917124849135041,0.022737531031369895,-13.0178259302926,-13.32869710677239
RANBP17,252,265,115,117,236,258.5,116.0,236.0,0.0073325012764508994,0.0031111707120826068,0.01331527871812232,-14.974121916895538,-16.21096977530787
RANBP2,4329,7434,3143,3837,5737,5881.5,3490.0,5737.0,0.16683213252396892,0.09360332573420947,0.3236853983299481,-15.069611713262853,-15.903377202628558
RANBP3,2086,1515,1805,1574,1297,1800.5,1689.5,1297.0,0.051072218755318546,0.04531312860399624,0.07317761227713834,-14.632280217910049,-14.8048898501615
RANBP3L,14,9,4,7,12,11.5,5.5,12.0,0.00032620411868156807,0.00014751240445219258,0.0006770480704129993,-15.166899882512775,-16.311838603157458
RANBP6,800,1270,464,687,794,1035.0,575.5,794.0,0.029358370681341124,0.015435161593133968,0.04479801399232679,-14.7230794826049,-15.65063080008433
RANBP9,1696,2444,1077,1244,1751,2070.0,1160.5,1751.0,0.05871674136268225,0.03112511733941263,0.09879259760776349,-14.8640476538955,-15.779740282162676
RANGAP1,4575,3243,3771,3296,1581,3909.0,3533.5,1581.0,0.11088103477619561,0.09477001475124044,0.08920108327691266,-13.79953712091771,-14.026047179767273
RANGRF,0,2,1,0,1,1.0,0.5,1.0,2.8365575537527657e-05,1.341021858656296e-05,5.642067253441661e-05,-15.105499337848629,-16.1863077210736
RAP1A,1669,2185,1524,1486,4294,1927.0,1505.0,4294.0,0.054660464060815796,0.04036475794555451,0.2422703678627849,-16.261464957411683,-16.698866425285313
RAP1B,3528,4573,1942,2588,2874,4050.5,2265.0,2874.0,0.11489476371475578,0.06074829019713021,0.16215301286391334,-14.610459392141312,-15.529856732597342
RAP1GAP,337,184,261,254,37,260.5,257.5,37.0,0.007389232427525955,0.006906262572079925,0.0020875648837734148,-12.28981314119907,-12.387332464631971
RAP1GAP2,235,150,113,132,36,192.5,122.5,36.0,0.005460373290974074,0.0032855035537079254,0.002031144211238998,-12.68670970370868,-13.419594783513345
RAP1GDS1,726,890,565,553,1040,808.0,559.0,1040.0,0.022919385034322347,0.01499262437977739,0.05867749943579328,-15.469655668125291,-16.081971061258866
RAP2A,618,857,388,421,657,737.5,404.5,657.0,0.020919611958926648,0.010848866836529435,0.037068381855111715,-14.938749659034395,-15.886061388965954
RAP2B,969,816,724,874,1046,892.5,799.0,1046.0,0.025316276167243433,0.02142952930132761,0.059016023470999775,-15.33445811517911,-15.574923164392567
RAP2C,881,1165,514,681,774,1023.0,597.5,774.0,0.02901798377489079,0.01602521121094274,0.04366960054163846,-14.703098664247714,-15.559702574349902
RAPGEF1,2806,2388,1428,1624,442,2597.0,1526.0,442.0,0.07366539967095932,0.040927987126190155,0.02493793726021214,-12.550771598561656,-13.398671033630503
RAPGEF2,1139,1555,958,1456,581,1347.0,1207.0,581.0,0.038208430249049755,0.03237226766796299,0.032780410742496054,-13.892359555790856,-14.131492113723109
RAPGEF3,453,325,337,315,251,389.0,326.0,251.0,0.011034208884098258,0.00874346251843905,0.014161588806138568,-14.47341654681321,-14.809123120793297
RAPGEF4,83,92,35,47,62,87.5,41.0,62.0,0.00248198785953367,0.0010996379240981629,0.00349808169713383,-14.608484536403177,-15.782952026842393
RAPGEF5,345,476,148,205,174,410.5,176.5,174.0,0.011644068758155103,0.004733807161056725,0.00981719702098849,-13.867204421919554,-15.16572684365115
RAPGEF6,496,828,318,405,249,662.0,361.5,249.0,0.01877801100584331,0.009695588038085021,0.014048747461069737,-13.694813863109495,-14.648457816190565
RAPGEFL1,4872,4598,3031,3177,3210,4735.0,3104.0,3210.0,0.13431100017019346,0.08325063698538286,0.18111035883547733,-14.544708209502549,-15.23475246089614
RAPH1,1353,2076,911,1043,1253,1714.5,977.0,1253.0,0.048632779259091166,0.026203567118144026,0.07069510268562401,-14.653097848234856,-15.545263668427076
RAPSN,43,22,41,47,13,32.5,44.0,13.0,0.0009218812049696488,0.0011800992356175407,0.000733468742947416,-13.78357124296127,-13.427315820577398
RARA,1134,683,1032,1114,157,908.5,1073.0,157.0,0.025770125375843875,0.028778329086764115,0.008858045587903408,-12.57277738250614,-12.413494109208706
RARB,765,1159,453,669,801,962.0,561.0,801.0,0.027287683667101607,0.015046265254123642,0.045192958700067704,-14.8412646864873,-15.70010919287352
RARG,2330,1515,1524,1801,260,1922.5,1662.5,260.0,0.05453281897089692,0.044588976800321846,0.01466937485894832,-12.219099268027895,-12.509536908826142
RARRES1,502,673,681,500,463,587.5,590.5,463.0,0.016664775628297497,0.015837468150730855,0.02612277138343489,-14.761922679656506,-14.83538285493668
RARRES2,119,48,184,139,113,83.5,161.5,113.0,0.0023685255573835592,0.004331500603459836,0.006375535996389077,-15.541974007789767,-14.671096328794865
RARRES3,1475,846,1669,1107,2759,1160.5,1388.0,2759.0,0.032918250411300844,0.03722676679629878,0.15566463552245544,-16.354898271857422,-16.177445609848615
RARS,2649,2962,2244,1923,5847,2805.5,2083.5,5847.0,0.07957962217053384,0.055880380850207856,0.3298916723087339,-16.164938016357596,-16.6749952123501
RARS2,1448,1322,1034,1031,2182,1385.0,1032.5,2182.0,0.0392863221194758,0.027692101381252516,0.12310990747009705,-15.761264463235689,-16.265817041090404
RASA1,1203,2195,557,791,544,1699.0,674.0,544.0,0.048193112838259486,0.01807697465468687,0.030692845858722635,-13.46249204191475,-14.877165781142084
RASA2,681,1018,453,569,845,849.5,511.0,845.0,0.024096556419129743,0.013705243395467345,0.047675468291582035,-15.097836731833958,-15.911935771305528
RASA3,1737,1292,982,986,763,1514.5,984.0,763.0,0.042959664151585635,0.026391310178355908,0.043048973143759876,-14.116412721887787,-14.819332462568893
RASA4,53,13,44,49,7,33.0,46.5,7.0,0.0009360639927384126,0.0012471503285503554,0.00039494470774091627,-12.86846014054778,-12.454503832023173
RASA4B,51,16,18,10,1,33.5,14.0,1.0,0.0009502467805071765,0.0003754861204237629,5.642067253441661e-05,-10.039410147390857,-11.378952799015998
RASAL1,132,126,91,107,29,129.0,99.0,29.0,0.0036591592443410677,0.0026552232801394663,0.0016361995034980816,-12.95225307755295,-13.414932096121563
RASAL2,1973,3077,1037,1389,1522,2525.0,1213.0,1522.0,0.07162307823225733,0.03253319029100174,0.08587226359738208,-14.375184308825656,-15.513696529456638
RASAL3,22,10,6,14,18,16.0,10.0,18.0,0.0004538492086004425,0.00026820437173125924,0.001015572105619499,-15.275424339290943,-16.03430462762855
RASD1,23,20,41,55,4,21.5,48.0,4.0,0.0006098598740568446,0.0012873809843100444,0.00022568269013766644,-12.679234583146533,-11.601345220352446
RASD2,29,30,33,45,11,29.5,39.0,11.0,0.0008367844783570659,0.001045997049751911,0.0006206273978785827,-13.682287907124087,-13.360337120848651
RASEF,1254,2011,2348,3674,1511,1632.5,3011.0,1511.0,0.0463068020650139,0.08075633632828215,0.0852516361995035,-14.993920006579666,-14.191568673513753
RASGEF1A,57,53,32,42,45,55.0,37.0,45.0,0.0015601066545640212,0.0009923561754056592,0.0025389302640487473,-14.815992720653645,-15.468707451774327
RASGEF1B,860,951,824,924,1207,905.5,874.0,1207.0,0.025685028649231292,0.023441062089312056,0.06809975174904084,-15.520138467653485,-15.652028212328025
RASGEF1C,1,2,0,0,4,1.5,0.0,4.0,4.2548363306291484e-05,0.0,0.00022568269013766644,-16.520536837127473,inf
RASGRF1,241,162,129,110,135,201.5,119.5,135.0,0.005715663470811823,0.003205042242188548,0.007616790792146243,-14.527678906371493,-15.362256510143684
RASGRF2,6,6,2,6,2,6.0,4.0,2.0,0.00017019345322516594,0.00010728174869250368,0.00011284134506883322,-13.520536837127475,-14.186307721073602
RASGRP1,97,175,70,73,100,136.0,71.5,100.0,0.0038577182731037614,0.0019176612578785035,0.005642067253441661,-14.661892686373017,-15.670292574069938
RASGRP2,0,1,1,2,0,0.5,1.5,0.0,1.4182787768763829e-05,4.0230655759688886e-05,0.0,inf,inf
RASGRP3,24,41,45,50,38,32.5,47.5,38.0,0.0009218812049696488,0.0012739707657234813,0.002143985556307831,-15.331059038263762,-14.86437962618624
RASGRP4,2,1,4,1,0,1.5,2.5,0.0,4.2548363306291484e-05,6.705109293281481e-05,0.0,inf,inf
RASIP1,246,183,217,136,61,214.5,176.5,61.0,0.006084415952799682,0.004733807161056725,0.003441661024599413,-13.29140283791197,-13.65352068536531
RASL10A,10,9,14,19,10,9.5,16.5,10.0,0.00026947296760651275,0.0004425372133565777,0.0005642067253441661,-15.17949991929241,-14.46384169660251
RASL10B,10,0,5,11,0,5.0,8.0,0.0,0.00014182787768763828,0.00021456349738500737,0.0,inf,inf
RASL11A,109,70,133,85,97,89.5,109.0,97.0,0.0025387190106087253,0.0029234276518707255,0.005472805235838411,-15.221596402771501,-15.018036238483804
RASL11B,5,7,15,9,11,6.0,12.0,11.0,0.00017019345322516594,0.0003218452460775111,0.0006206273978785827,-15.979968455764771,-15.060776838989742
RASL12,11,12,6,2,0,11.5,4.0,0.0,0.00032620411868156807,0.00010728174869250368,0.0,inf,inf
RASSF1,516,391,512,419,255,453.5,465.5,255.0,0.012863788506268792,0.012484913504090117,0.014387271496276235,-14.274894034178967,-14.318023800373668
RASSF10,238,226,280,234,227,232.0,257.0,227.0,0.006580813524706416,0.006892852353493362,0.01280749266531257,-15.074066830011972,-15.007231659170637
RASSF2,341,402,156,146,180,371.5,151.0,180.0,0.010537811312191524,0.004049886013142014,0.010155721056194989,-14.060134033639708,-15.439756078078199
RASSF3,537,573,306,364,638,555.0,335.0,638.0,0.01574289442332785,0.008984846452997184,0.0359963890769578,-15.306567990376031,-16.115703049493337
RASSF4,935,881,641,559,768,908.0,600.0,768.0,0.025755942588075113,0.016092262303875553,0.043331076506431955,-14.863913351278871,-15.542451531298877
RASSF5,1432,1602,757,845,834,1517.0,801.0,834.0,0.043030578090429455,0.021483170175673864,0.04705484089370345,-14.24239754104626,-15.244552862109556
RASSF6,1363,2124,991,1159,1391,1743.5,1075.0,1391.0,0.04945538094967947,0.028831969961110367,0.0784811554953735,-14.779635393614164,-15.558093481139018
RASSF7,2496,1087,2420,2024,331,1791.5,2222.0,331.0,0.0508169285754808,0.059595011398685796,0.018675242608891897,-12.669234416445113,-12.439352026491727
RASSF8,374,533,204,265,525,453.5,234.5,525.0,0.012863788506268792,0.006289392517098029,0.02962085308056872,-15.316714209873593,-16.34903722111171
RASSF9,1796,2852,1648,2100,2214,2324.0,1874.0,2214.0,0.06592159754921427,0.050261499262437975,0.12491536899119837,-15.035544491225654,-15.42684199019597
RAVER1,2480,1248,1729,1517,222,1864.0,1623.0,222.0,0.05287343280195155,0.04352956953198337,0.012525389302640487,-12.035729059544455,-12.316276302875737
RAVER2,1028,1358,670,612,1578,1193.0,641.0,1578.0,0.033840131616270495,0.017191900227973716,0.0890318212593094,-15.509002500166863,-16.48600866446832
RAX,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RAX2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RB1,1492,2488,804,1166,955,1990.0,985.0,955.0,0.05644749531968004,0.026418130615529032,0.05388174227036786,-14.046303545340729,-15.141684729652974
RB1CC1,3280,5526,2109,2650,2747,4403.0,2379.5,2747.0,0.12489362909173427,0.06381923025345314,0.15498758745204244,-14.424869403987593,-15.393506176988966
RBAK,979,1445,610,762,1239,1212.0,686.0,1239.0,0.03437907755148352,0.018398819900764384,0.06990521327014218,-15.13728582651628,-16.03920342704139
RBAK-RBAKDN,4,2,2,5,0,3.0,3.5,0.0,8.509672661258297e-05,9.387153010594072e-05,0.0,inf,inf
RBBP4,2693,3317,1399,1597,1849,3005.0,1498.0,1849.0,0.08523855449027061,0.04017701488534263,0.10432182351613631,-14.40487957165428,-15.490015322019046
RBBP5,533,646,359,428,491,589.5,393.5,491.0,0.016721506779372553,0.01055384202762505,0.027702550214398557,-14.841730549183561,-15.50566710988081
RBBP6,2728,3747,2291,2860,3063,3237.5,2575.5,3063.0,0.09183355080274579,0.06907603593938581,0.17281651997291808,-15.02556451198631,-15.43640054794927
RBBP7,3682,3966,2585,2344,5692,3824.0,2464.5,5692.0,0.10846996085550575,0.06609896741316884,0.32114646806589936,-15.679352476394364,-16.393948401928853
RBBP8,1697,2382,1140,1304,1723,2039.5,1222.0,1723.0,0.057851591308787656,0.03277457422555988,0.09721281877679983,-14.862206532281055,-15.68198613747982
RBBP8NL,324,124,340,291,49,224.0,315.5,49.0,0.006353888920406195,0.008461847928121229,0.002764612954186414,-12.912854259906236,-12.49952137020626
RBBP9,1711,2253,1031,1116,1948,1982.0,1073.5,1948.0,0.056220570715379815,0.028791739305350676,0.10990747009704356,-15.080536052744485,-16.04597920729717
RBCK1,2900,1665,2715,2136,1173,2282.5,2425.5,1173.0,0.06474442616440687,0.06505297036341692,0.06618144888287068,-14.145087491005555,-14.138228554907293
RBFA,764,531,617,458,777,647.5,537.5,777.0,0.01836671016054916,0.014415984980555184,0.04383886255924171,-15.368533743682423,-15.71795756500449
RBFOX1,0,0,1,0,0,0.0,0.5,0.0,0.0,1.341021858656296e-05,0.0,0,inf
RBFOX2,2768,3100,1593,2061,1988,2934.0,1827.0,1988.0,0.08322459862710614,0.04900093871530106,0.11216429699842022,-14.543948223737528,-15.308148844008398
RBFOX3,7,5,7,8,2,6.0,7.5,2.0,0.00017019345322516594,0.0002011532787984444,0.00011284134506883322,-13.520536837127475,-13.279417125465082
RBKS,642,452,643,443,547,547.0,543.0,547.0,0.015515969819027628,0.014563497385007375,0.030862107876325887,-15.105499337848629,-15.196896356061796
RBL1,261,426,81,172,156,343.5,126.5,156.0,0.00974357519714075,0.003392785302400429,0.008801624915368992,-13.966735267892778,-15.48871636524154
RBL2,4273,6769,1650,2510,1423,5521.0,2080.0,1423.0,0.15660634254269018,0.055786509320101915,0.08028661701647484,-13.149505398583175,-14.638659854571628
RBM10,2683,1986,2616,2333,1722,2334.5,2474.5,1722.0,0.06621943609235831,0.06636717178490009,0.0971563981042654,-14.666470892003284,-14.663255821603444
RBM11,59,73,47,33,74,66.0,40.0,74.0,0.0018721279854768253,0.001072817486925037,0.0041751297675468296,-15.270558584119128,-16.073832991815188
RBM12,2109,2566,1022,1257,1612,2337.5,1139.5,1612.0,0.06630453281897089,0.030561888158776987,0.09095012412547958,-14.569384716714238,-15.686758540336273
RBM12B,498,777,243,295,193,637.5,269.0,193.0,0.018083054405173882,0.007214697599570873,0.010889189799142406,-13.381674843370492,-14.707302395785058
RBM14,1756,1028,1559,1346,539,1392.0,1452.5,539.0,0.0394848811482385,0.0389566849939654,0.030410742496050552,-13.736697304752406,-13.756126735534217
RBM14-RBM4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RBM15,372,442,300,300,404,407.0,300.0,404.0,0.011544789243773756,0.008046131151937776,0.02279395170390431,-15.094825836334177,-15.615700513329514
RBM15B,1736,1479,1213,1297,558,1607.5,1255.0,558.0,0.04559766267657571,0.033659648652273035,0.03148273527420447,-13.579017627462509,-14.016957384064655
RBM17,2799,2469,2235,2027,5138,2634.0,2131.0,5138.0,0.07471492596584785,0.05715435161593134,0.28988941548183256,-16.069450882492934,-16.455984018191714
RBM18,666,1013,462,574,635,839.5,518.0,635.0,0.023812900663754466,0.013892986455679228,0.03582712705935455,-14.70272560457113,-15.480112215046578
RBM19,1148,929,683,660,617,1038.5,671.5,617.0,0.02945765019572247,0.018009923561754057,0.03481155495373505,-14.354340516153401,-15.064190810795578
RBM20,1292,1083,717,603,1499,1187.5,660.0,1499.0,0.03368412095081409,0.017701488534263107,0.0845745881290905,-15.441572207690818,-16.369770174775645
RBM22,1626,1803,1374,1333,4608,1714.5,1353.5,4608.0,0.048632779259091166,0.036301461713825936,0.25998645903859174,-16.53185215035531,-16.95375355030095
RBM23,3079,2994,3135,3090,1948,3036.5,3112.5,1948.0,0.08613207011970272,0.08347861070135443,0.10990747009704356,-14.465083646080899,-14.510227561313139
RBM24,739,781,487,479,707,760.0,483.0,707.0,0.02155783740852102,0.01295427115461982,0.039889415481832544,-15.001210134327081,-15.735994747047227
RBM25,4958,6349,3423,3802,4894,5653.5,3612.5,4894.0,0.1603647813014126,0.0968888292879174,0.2761227713834349,-14.897369143542507,-15.624324234877587
RBM26,2052,3060,1716,1809,3737,2556.0,1762.5,3737.0,0.07250241107392069,0.04727102051763444,0.21084405326111488,-15.65349206528238,-16.270565027280828
RBM27,1192,2040,838,1035,1124,1616.0,936.5,1124.0,0.045838770068644695,0.025117339412632427,0.06341683592868427,-14.58171417531776,-15.449598857051484
RBM28,1122,1234,772,841,935,1178.0,806.5,935.0,0.03341464798320758,0.021630682580126057,0.05275332881967953,-14.77219806879317,-15.399599552692958
RBM3,5864,4279,3841,3387,8220,5071.5,3614.0,8220.0,0.1438560163385715,0.09692905994367708,0.46377792823290453,-15.802225214803142,-16.37184960877805
RBM33,1791,2187,1273,1758,1218,1989.0,1515.5,1218.0,0.05641912974414251,0.04064637253587233,0.06872037914691943,-14.39797019492122,-14.871028002195605
RBM34,1538,1528,1458,1323,4523,1533.0,1390.5,4523.0,0.0434844272990299,0.03729381788923159,0.25519070187316634,-16.666421636821266,-16.887983972358327
RBM38,2233,1612,2314,1760,377,1922.5,2037.0,377.0,0.05453281897089692,0.0546332305216575,0.021270593545475062,-12.755152168268108,-12.752498169376379
RBM39,8431,11167,7904,8931,14105,9799.0,8417.5,14105.0,0.2779542746922335,0.22576102990478744,0.7958135860979463,-15.630999570722732,-15.931050665831526
RBM4,1703,1528,1130,1129,1336,1615.5,1129.5,1336.0,0.04582458728087593,0.03029368378704573,0.0753780185059806,-14.83143859505732,-15.428543458154572
RBM41,1008,1457,675,695,1447,1232.5,685.0,1447.0,0.034960571850002835,0.018371999463591256,0.08164071315730083,-15.33697661311508,-16.265196749757436
RBM42,2872,1119,2531,1827,1587,1995.5,2179.0,1587.0,0.056603505985136436,0.05844173260024138,0.08953960731211916,-14.77505118717254,-14.728943652792877
RBM43,1051,1384,529,673,776,1217.5,601.0,776.0,0.03453508821693992,0.01611908274104868,0.04378244188670729,-14.455706123066054,-15.554999382549545
RBM44,14,26,7,14,4,20.0,10.5,4.0,0.0005673115107505531,0.0002816145903178222,0.00022568269013766644,-12.783571242961267,-13.793990298294842
RBM45,410,564,336,273,610,487.0,304.5,610.0,0.013814035286775968,0.008166823119216843,0.034416610245994135,-15.430386808216536,-16.188674735617518
RBM46,0,0,0,0,2,0.0,0.0,2.0,0.0,0.0,0.00011284134506883322,inf,inf
RBM47,5934,7401,3691,3945,6088,6667.5,3818.0,6088.0,0.18912747489646564,0.10240042912699478,0.3434890543895283,-14.974321776913886,-15.85945897717321
RBM48,503,575,496,484,636,539.0,490.0,636.0,0.015289045214727407,0.013142014214831702,0.03588354773188896,-15.344240830380482,-15.562552737355388
RBM4B,790,660,624,532,1658,725.0,578.0,1658.0,0.02056504226470755,0.015502212686066783,0.09354547506206273,-16.298890444442083,-16.706610330068674
RBM5,6355,7045,5798,6509,6082,6700.0,6153.5,6082.0,0.1900493561014353,0.16503956014483037,0.3431505303543218,-14.965884058646932,-15.169446314574568
RBM6,5956,5434,5520,5180,13809,5695.0,5350.0,13809.0,0.16154195268622001,0.14348933887622367,0.779113067027759,-16.383340439198196,-16.55430577284277
RBM7,966,1107,861,881,1750,1036.5,871.0,1750.0,0.029400919044647415,0.02336060077779268,0.09873617693522907,-15.861134143458907,-16.192918019194426
RBM8A,3780,3279,3227,2948,7418,3529.5,3087.5,7418.0,0.10011629885970387,0.08280809977202629,0.41852854886030244,-16.17706578440619,-16.450898852217207
RBMS1,2070,2606,1425,1701,2208,2338.0,1563.0,2208.0,0.06631871560673966,0.04192034330159582,0.12457684495599188,-15.022964580095142,-15.684730114852108
RBMS2,1182,1333,925,1061,1132,1257.5,993.0,1132.0,0.03566971123844103,0.02663269411291404,0.06386820130895961,-14.953814895987623,-15.37531605637711
RBMS3,125,159,81,92,246,142.0,86.5,246.0,0.004027911726328927,0.002319967815475392,0.013879485443466486,-15.89826672368319,-16.694193998776118
RBMX,6699,7673,4828,4775,10634,7186.0,4801.5,10634.0,0.20383502581267374,0.12877832908676412,0.5999774317309863,-15.670922868929308,-16.333435009889705
RBMX2,636,352,605,445,1241,494.0,525.0,1241.0,0.014012594315538663,0.01408072951589111,0.07001805461521102,-16.43441950639431,-16.427421508650475
RBMXL1,739,1059,447,534,874,899.0,490.5,874.0,0.025500652408237363,0.013155424433418265,0.049311667795080116,-15.06481150183478,-16.01968786435496
RBMXL2,2,1,3,3,16,1.5,3.0,16.0,4.2548363306291484e-05,8.046131151937777e-05,0.0009027307605506658,-18.520536837127477,-17.601345220352446
RBMXL3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RBMY1A1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RBMY1B,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RBMY1D,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RBMY1E,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RBMY1F,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RBMY1J,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
RBP1,843,470,883,655,1686,656.5,769.0,1686.0,0.018622000340386906,0.020624916186133834,0.09512525389302641,-16.466236957897827,-16.318856754053858
RBP2,17,22,3,6,0,19.5,4.5,0.0,0.0005531287229817893,0.00012069196727906664,0.0,inf,inf
RBP3,0,3,1,2,3,1.5,1.5,3.0,4.2548363306291484e-05,4.0230655759688886e-05,0.00016926201760324982,-16.10549933784863,-16.1863077210736
RBP4,0,1,0,0,0,0.5,0.0,0.0,1.4182787768763829e-05,0.0,0.0,inf,0
