,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10
ZDHHC8P1,1,6,1,5,4,2,6,21,18,2,4,2,3,5,2,6,9
GIMAP6,222,169,359,448,488,305,552,613,206,152,226,164,202,86,355,447,59
GIMAP4,1840,1452,1865,3054,2512,1593,2152,3770,1536,969,1117,1154,1463,672,1613,2426,673
ADCK2,41,30,69,64,62,48,93,157,36,71,37,74,32,41,33,76,38
MKRN1,18125,10258,8534,10219,11551,11432,11403,4615,12137,15160,9838,12764,14053,9528,10335,15500,10391
AGAP3,74,86,67,196,116,108,181,341,53,123,67,325,56,62,103,131,52
KRBA1,20,20,21,67,26,20,29,69,18,21,11,39,8,9,16,34,21
ZNF767P,96,52,61,150,78,55,107,169,68,39,38,51,126,49,53,61,43
ACTR3B,17,12,11,24,58,10,24,75,15,20,15,19,15,7,39,27,7
NTS,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
BTG1,415,502,451,1095,565,298,958,1250,670,377,337,505,415,112,548,538,157
LRRIQ1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,3
C12orf29,109,90,97,117,176,46,166,78,133,127,111,130,199,57,66,134,97
ATP13A3,8,8,14,31,18,4,27,27,30,17,8,17,12,2,8,22,3
SFTPD,0,0,1,2,0,0,15,11,7,0,0,0,0,0,0,3,0
DYDC2,0,1,2,2,6,1,2,1,2,0,1,1,3,1,0,0,0
TMEM254,57,42,53,71,93,58,105,207,60,61,59,109,100,25,52,85,39
TMTC1,1,0,1,7,1,1,2,3,1,4,2,4,1,0,2,1,0
KRAS,62,41,41,95,69,24,86,82,71,41,29,53,52,14,43,58,21
IPO8,55,76,47,80,90,25,79,147,114,36,33,73,53,22,43,81,34
LARS,77,58,82,93,90,49,93,294,60,80,46,151,78,33,32,95,55
SPINK5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
IMPA1,47,63,26,66,64,23,129,71,43,31,33,54,30,16,29,67,20
LRRCC1,6,10,6,8,5,1,5,9,8,7,2,8,20,2,3,5,2
E2F5,78,20,102,48,41,50,82,160,73,40,29,70,46,19,48,66,17
CA1,63153,44614,14466,21598,12120,31817,37217,9291,36145,30530,37906,23607,154679,38343,44047,73429,11030
CCDC59,149,103,97,130,103,67,153,277,106,159,92,238,241,41,79,146,154
SWAP70,72,51,77,65,70,30,72,163,67,74,32,115,36,23,45,57,53
ARNTL,79,38,77,189,138,66,136,105,142,50,25,72,44,30,65,142,44
LYVE1,5,29,6,8,9,3,4,144,5,2,3,6,7,1,6,5,2
AMPD3,257,220,181,228,201,124,540,219,292,148,88,210,252,143,166,288,183
ENSG00000133808,224,257,115,130,141,39,79,81,219,112,18,113,228,81,44,156,166
SBF2,65,341,55,95,49,42,76,268,54,334,200,31,82,21,59,253,15
MICAL2,2769,1721,1392,1591,1875,884,1008,972,2271,1918,790,2352,2797,1673,1391,1740,2237
RRAS2,51,36,53,36,48,41,85,148,38,96,33,168,23,15,37,53,18
HSD17B4,462,140,232,384,255,187,338,908,215,330,159,703,198,211,196,242,124
ZFC3H1,149,106,124,261,165,106,222,443,191,105,109,114,311,34,142,175,110
TEX15,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3
SARAF,1793,1630,1951,2462,3132,1100,2727,3161,1702,1591,1058,1699,2072,607,1625,2805,620
RNF122,93,42,92,165,122,66,117,219,93,64,65,77,40,56,60,100,62
DUSP26,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,1,1
DPF2,523,287,355,721,465,297,467,961,348,281,188,413,470,212,215,377,434
MEN1,117,118,111,179,152,102,137,526,122,95,69,161,170,77,127,160,151
ERG28,66,52,36,69,43,33,62,146,38,82,42,146,157,22,38,60,68
GSC,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
DGLUCY,277,214,276,936,402,297,616,632,340,172,225,290,337,199,310,420,249
UNC79,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
NUMB,545,501,410,1186,961,430,731,655,826,357,220,454,432,254,621,777,371
CATSPERB,16,2,2,31,8,0,2,24,12,9,3,6,6,2,1,10,3
VRTN,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0
COX16,35,43,50,43,77,34,102,151,82,102,35,189,58,52,60,80,42
TTC9,42,42,50,88,59,52,60,194,25,23,39,42,48,18,30,56,21
MED6,77,44,67,96,69,39,101,209,50,63,60,134,69,36,47,97,46
EIF2S1,191,72,75,123,129,86,201,238,147,247,52,399,136,46,55,93,45
ADAM20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOXL2,19,12,17,57,35,20,16,57,23,771,7,1442,28,12,21,51,13
ELP3,70,59,87,145,59,43,93,227,69,57,26,138,96,41,60,77,54
PEBP4,1,0,14,0,0,4,0,2,0,0,0,1,0,0,0,4,0
ADAMDEC1,2,0,0,3,0,0,2,7,1,0,4,1,3,1,1,1,0
CTIF,13,54,19,66,26,30,46,180,35,169,14,224,44,25,17,19,58
MRO,2,0,0,0,0,1,1,5,0,0,0,0,0,0,0,1,1
MBD2,183,170,134,288,162,127,229,408,160,119,108,184,181,67,135,165,77
IER3IP1,28,20,26,27,26,14,46,71,15,42,14,84,22,7,16,35,8
MRPS36,43,36,29,26,34,24,51,71,34,64,26,126,57,10,23,23,26
CCNB1,175,119,35,9,33,40,62,149,109,410,15,990,269,25,14,68,59
CDK7,47,12,114,136,49,12,33,31,24,42,19,96,43,13,46,37,11
CD180,54,21,67,104,67,29,48,158,54,27,42,52,34,36,39,57,39
IRAK2,19,13,6,16,17,9,36,29,25,19,6,34,6,7,12,13,7
CAMK1,91,88,121,231,146,125,212,407,77,219,125,348,57,72,119,118,137
THUMPD3,127,59,56,230,149,53,291,288,86,102,45,76,87,51,77,143,90
VHL,166,128,211,255,255,111,308,362,141,197,144,253,117,73,139,287,113
BHLHE40,154,228,98,200,184,143,179,157,160,312,69,580,70,61,147,162,58
ARL8B,253,202,115,245,245,93,307,384,157,137,113,205,221,65,164,182,74
EDEM1,79,64,80,125,106,42,128,112,85,66,38,75,36,31,61,136,32
CNTN6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CHL1,1,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0
MEIS2,1,2,1,1,5,1,2,20,1,18,1,29,1,0,0,0,3
DPH6,7,4,11,15,8,9,15,18,24,7,9,14,8,4,13,29,6
KATNBL1,191,189,223,1003,235,177,395,472,263,159,119,135,245,72,146,323,74
EMC7,317,168,215,457,252,210,439,719,203,372,238,560,416,127,169,304,187
TRPM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNAT2,15,14,8,32,18,2,10,8,11,7,2,6,22,7,7,13,4
GSTM1,1,92,101,157,153,128,151,460,75,91,91,104,180,126,92,1,239
PRPF38B,152,104,104,302,205,100,194,381,110,110,73,131,154,68,85,132,160
REG4,15,4,28,37,17,11,30,54,16,4,8,1,42,11,22,25,22
TSPAN2,177,92,88,105,150,105,527,94,282,139,76,73,62,61,85,226,61
TSHB,3,4,0,6,0,0,0,0,6,3,0,0,0,0,0,6,4
GSTM5,5,0,7,2,2,2,2,27,3,4,4,2,3,4,0,3,4
GSTM3,13,3,24,21,15,2,14,245,12,283,7,637,6,7,9,20,7
SYT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAV3,93,38,61,90,91,36,67,196,63,42,21,51,40,15,50,71,34
CHIA,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0
PSRC1,51,14,26,39,32,24,54,129,34,107,18,194,37,21,16,27,29
HMGCS2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
PTPN22,108,97,99,178,103,46,295,180,115,81,63,99,81,34,80,152,87
SORT1,78,59,33,110,47,30,97,217,86,49,28,74,37,44,30,57,86
WNT2B,1,1,1,3,2,1,2,9,2,1,1,3,1,1,1,2,2
PTGFRN,1,1,2,12,5,1,1,73,4,48,4,74,2,2,2,2,2
LAMTOR5,4120,1892,1668,1897,2053,1127,2940,2970,1927,3483,1642,4014,4936,1733,1222,2408,2612
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH2,114,151,96,217,135,71,131,175,211,119,52,178,85,68,102,140,56
TRIM45,1,5,1,9,1,1,2,12,5,7,2,11,2,1,0,2,1
CEPT1,472,275,392,582,592,251,520,936,352,260,219,337,434,119,239,499,117
CD101,139,256,176,507,367,186,281,547,235,139,127,132,308,187,163,190,677
VTCN1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
NGF,1,0,1,0,0,0,0,1,1,9,0,17,0,0,0,0,0
AP4B1,165,143,181,240,215,156,330,331,125,97,58,149,187,96,86,158,78
NAPG,364,49,56,71,87,31,82,356,64,125,204,147,379,43,51,150,37
SPIRE1,4,0,7,4,4,3,5,9,6,15,2,33,7,1,2,4,2
PPHLN1,171,114,119,148,117,75,186,286,98,142,68,216,142,37,60,124,73
FKBP11,68,102,95,274,93,127,191,442,92,68,92,169,79,41,73,112,103
ARF3,275,254,195,854,358,244,348,875,265,239,108,630,291,104,264,283,315
TMEM106C,145,60,86,117,75,124,273,500,100,531,35,1207,148,55,82,142,62
SLC38A2,201,96,136,159,255,53,272,375,232,172,108,240,163,37,120,256,25
PLEKHA8P1,42,21,36,90,79,9,35,62,38,75,34,52,25,31,15,62,8
YWHAQ,452,249,303,459,353,193,424,727,295,694,223,1323,345,120,260,410,116
KIDINS220,157,94,42,66,101,28,81,74,85,78,38,89,153,28,32,69,40
GRHL1,10,1,4,5,3,2,6,29,6,7,0,5,20,1,1,2,4
ROCK2,12,9,9,18,20,9,26,42,17,14,5,17,10,6,8,13,7
RSAD2,709,134,84,129,133,56,124,180,73,158,126,351,789,48,54,134,98
MYCN,5,1,6,5,2,5,4,10,7,5,1,5,2,1,2,2,5
LPIN1,53,36,228,94,327,60,319,157,65,109,27,66,44,35,125,161,52
CMPK2,405,296,204,226,248,176,282,160,319,357,160,472,823,157,89,266,169
IAH1,125,87,140,152,125,127,227,316,133,118,80,157,77,40,102,150,102
LDHA,1459,818,488,1522,740,560,1659,2562,1102,1687,644,3178,941,601,671,1136,1693
SAA2,1,2,0,3,1,0,0,9,2,64,0,143,2,2,0,2,1
ANO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6ST,190,35,104,99,231,34,91,275,118,56,56,119,93,31,81,166,24
FST,1,0,1,1,0,1,1,44,0,4,1,10,1,0,1,0,2
CFHR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAV1,3,10,5,18,6,2,6,44,3,30,1,79,2,4,4,5,7
CDC73,19,15,17,22,21,8,40,26,27,15,9,28,28,6,13,29,2
TIMM17A,65,37,61,52,72,26,77,128,55,79,36,129,47,19,40,66,15
CRB1,61,27,11,1,16,7,29,18,18,18,19,37,122,16,4,20,36
CFHR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERN2,2,1,1,5,3,0,1,11,0,0,1,0,1,0,1,3,8
RPS15A,15005,15007,20003,10812,23463,8716,22766,48363,14654,27712,23132,32126,12432,6747,10330,17589,8724
RAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NARS,731,272,241,360,348,194,341,558,272,307,185,585,1291,159,146,313,293
GRP,0,3,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0
KIAA1468,52,78,168,102,172,23,135,220,105,51,39,64,58,14,38,118,15
FBXO18,390,238,299,308,260,138,265,826,422,297,199,375,417,120,196,373,323
RBM17,485,314,390,477,422,245,489,863,373,296,135,490,443,164,235,433,254
IL2RA,5,2,14,26,61,5,11,38,9,5,10,10,8,7,13,26,5
ANKRD16,43,13,24,42,26,16,31,66,13,19,12,39,14,17,21,31,13
ECHDC3,69,16,23,43,29,45,21,338,27,23,22,10,12,17,38,25,26
IL15RA,59,34,19,159,14,39,38,98,40,37,25,61,112,19,27,21,25
CCNH,119,95,59,122,78,59,145,215,86,102,89,156,155,45,68,131,70
HRH4,2,7,8,8,13,1,12,6,2,9,6,4,4,1,2,3,7
TMEM241,37,6,12,17,9,8,21,29,13,23,7,40,19,9,6,14,10
KCTD1,9,17,5,14,18,9,8,86,9,19,12,35,6,17,15,19,10
CABLES1,13,3,8,3,6,2,13,58,6,19,2,25,6,2,2,3,2
DOCK2,341,287,241,513,356,255,363,651,347,160,180,233,178,180,188,320,274
EMP1,0,1,11,3,0,0,2,49,19,12,1,26,0,1,4,1,0
SOX5,0,0,2,1,0,0,0,13,0,0,0,0,1,0,0,3,2
RERG,0,6,0,40,3,0,20,58,0,0,8,0,10,10,0,7,52
SLCO1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRD1,31,141,69,249,85,126,295,393,55,50,102,83,64,34,177,33,40
KLRC1,17,51,31,77,43,38,191,183,33,38,35,94,46,27,55,37,17
SPX,9,2,2,27,17,9,6,40,19,10,7,11,10,1,10,10,3
PRH2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
LRP4,0,0,0,0,0,0,0,3,5,8,0,30,0,0,0,0,0
MYBPC3,15,12,11,35,15,14,20,24,26,6,9,6,10,11,5,18,12
DDB2,38,38,35,88,30,41,40,111,36,50,29,92,46,33,38,75,32
ACP2,18,22,26,21,27,24,22,24,13,20,12,27,19,17,22,15,24
USP26,0,0,0,10,7,0,0,16,0,4,0,0,0,0,0,0,8
RTL8C,384,322,195,365,238,184,287,1027,240,420,106,719,517,152,255,299,370
RAB33A,161,57,72,78,64,63,143,185,60,61,93,70,102,44,45,82,72
SOX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMX2,44,64,65,127,77,46,107,370,58,107,81,249,92,38,51,80,79
STK26,122,99,138,124,162,60,254,184,160,105,59,105,73,29,109,186,25
FOLH1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIWIL4,55,12,12,24,10,16,82,45,30,27,8,30,13,12,9,25,18
MTNR1B,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
PUM1,104,108,77,111,146,53,107,230,127,81,39,134,134,43,79,127,54
SPOCD1,16,3,5,10,14,14,26,85,10,21,4,12,8,9,16,7,10
YARS,237,136,185,371,199,232,203,726,166,213,141,354,308,123,148,262,187
PHC2,1075,591,316,1387,798,571,986,1669,729,405,411,569,314,416,616,968,524
CDCA8,60,53,10,7,15,11,31,50,33,94,7,206,139,13,7,30,31
GNL2,262,225,195,231,169,196,384,608,124,272,130,295,309,132,159,197,320
ago-04,107,115,94,364,187,76,239,167,165,115,45,80,80,45,41,125,61
HOOK1,5,6,10,5,105,2,10,21,52,11,6,7,6,2,5,14,1
CYP2J2,4,6,2,7,8,5,4,35,4,2,4,2,6,3,3,12,2
BTF3L4,125,92,127,121,159,59,204,256,97,146,55,238,143,35,95,170,56
ZCCHC11,168,231,192,286,280,168,282,541,277,113,135,167,183,101,194,246,159
PRPF38A,181,102,155,222,196,136,302,256,154,135,95,227,235,51,114,216,122
DSC2,10,7,6,4,21,6,12,11,19,7,7,7,7,4,7,15,6
DSG3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RNF138,95,62,176,160,157,74,194,208,116,98,76,112,98,32,98,169,18
ELP2,190,82,170,279,268,80,208,431,93,186,142,340,179,84,99,205,87
DSG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSC3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
DSC1,2,0,5,0,20,1,3,4,6,0,2,2,3,1,2,16,2
DTNA,2,0,0,3,4,9,1,4,2,1,2,0,0,0,1,1,0
FHOD3,1,0,0,0,0,0,0,1,1,13,1,19,1,0,0,0,0
TPGS2,5116,2756,2598,1820,2261,2647,3352,1338,2556,2018,1231,2569,5420,1917,2491,2691,2194
DAGLA,6,8,7,9,9,2,7,15,5,14,1,22,6,3,5,4,1
SLC43A3,240,189,123,394,140,95,130,502,119,60,52,89,481,83,82,139,252
TIMM10,145,176,131,216,85,174,344,358,93,183,209,305,120,60,69,204,110
GIF,0,0,3,15,2,3,1,4,1,0,1,0,0,0,0,2,0
DHX34,345,350,224,678,327,348,439,736,497,135,167,182,418,253,215,338,483
APLNR,2,0,2,0,0,1,0,156,1,0,0,0,1,0,0,0,1
FADS2,133,160,79,72,33,69,86,570,87,198,37,400,372,64,52,106,67
TMEM258,375,285,361,257,396,306,545,843,281,399,250,491,311,225,311,434,351
TCN1,796,221,30,211,127,111,1352,301,229,197,36,362,268,259,42,365,450
C5AR2,284,205,180,762,345,211,507,233,350,158,131,181,141,151,175,353,139
TMEM165,199,138,166,327,234,80,290,307,209,178,77,309,250,65,133,177,156
CLOCK,6,3,7,12,11,4,10,22,8,9,4,10,9,3,9,22,7
PDGFRA,11,17,8,5,4,9,3,38,9,6,7,2,23,4,1,12,18
GGACT,17,30,25,22,19,10,34,12,121,13,21,21,14,3,28,35,5
COL4A2,0,0,0,0,1,1,1,138,7,259,0,500,0,1,0,0,1
CLDN10,130,50,15,242,106,57,112,70,140,76,54,56,68,62,51,110,55
DZIP1,3,2,2,2,2,3,2,3,2,21,1,51,2,4,2,2,3
UBAC2,351,252,292,361,417,249,429,584,212,307,229,456,244,169,262,450,112
ARGLU1,171,172,280,241,324,98,571,462,336,242,120,292,164,43,167,319,38
BIVM,2,7,12,19,8,3,23,28,3,8,11,11,3,2,16,16,3
ERCC5,60,66,83,134,97,19,118,364,64,64,62,115,115,38,40,41,97
TPP2,44,58,40,91,69,45,61,81,39,36,43,47,64,12,33,77,15
KDELC1,9,0,0,3,2,2,5,15,3,33,1,82,0,12,0,0,1
CARS2,462,367,371,1016,528,427,917,1271,517,416,430,433,301,332,285,530,447
ARHGAP32,7,10,11,9,18,4,9,28,14,12,5,12,12,6,9,21,5
STT3A,223,161,196,415,228,171,276,738,214,403,91,817,238,100,171,205,152
ADAMTS8,0,0,0,0,1,1,0,8,0,0,0,0,0,0,2,1,0
ACRV1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
ETS1,502,618,696,561,1450,344,859,1403,626,488,410,443,387,182,641,1120,135
SLC37A2,24,37,22,63,33,26,26,49,27,16,13,26,20,14,26,24,14
KLB,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1
TMED7,66,29,45,99,84,28,106,142,66,61,37,102,45,16,48,72,17
APC,36,29,24,51,46,22,43,40,32,18,9,39,23,14,17,35,26
NREP,111,64,168,74,125,79,156,341,104,146,85,213,88,41,81,167,69
WDR36,8,6,8,37,12,5,14,24,10,6,4,10,12,5,16,16,5
OSTF1,531,365,380,738,424,404,828,840,462,416,360,579,265,226,313,441,382
RFK,152,55,50,46,55,29,69,82,32,74,36,84,79,20,47,63,21
UBQLN1,889,555,535,526,630,300,595,543,656,873,312,890,862,288,464,668,284
NAA35,14,12,15,25,24,14,20,43,20,17,13,19,14,6,11,19,7
C9orf40,216,144,120,73,119,83,144,101,176,200,99,272,348,72,65,124,96
ANXA1,2493,1647,1661,1071,2245,1029,4320,5478,2296,2189,1508,2411,1037,974,1308,2861,1544
CTSL,269,124,130,84,75,90,98,797,116,269,73,636,860,53,85,220,129
TMEM2,91,225,108,278,210,102,175,572,242,121,80,148,85,34,105,138,36
AGTPBP1,149,123,105,194,162,88,236,145,174,153,67,133,120,58,90,144,55
GOLM1,105,51,51,120,71,45,44,177,57,72,52,167,88,25,46,42,132
FAM189A2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
PSAT1,24,17,21,15,15,6,31,32,20,35,6,42,12,3,10,20,13
ISCA1,1549,786,748,693,736,710,1269,525,889,1721,856,1929,1768,697,697,771,801
ADAM19,108,65,119,227,124,59,124,226,149,95,51,138,51,54,70,115,69
HAVCR2,65,57,77,119,107,74,146,234,67,50,67,74,42,42,86,98,26
CCNJL,88,64,28,113,54,25,90,75,96,35,27,47,40,48,46,65,93
TAOK3,346,181,152,415,253,151,243,474,214,183,131,218,336,119,140,204,239
USP30,41,19,54,74,58,75,51,82,40,56,17,85,30,13,59,34,41
SDS,6,6,1,20,4,2,4,14,0,5,0,1,3,4,5,3,1
MSI1,0,0,0,2,1,1,0,1,1,1,0,3,0,0,0,0,0
HNF1A,2,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0
FBXO21,15,18,17,28,54,35,27,54,50,49,18,94,11,5,16,22,7
TBX3,0,0,0,0,1,1,1,236,0,12,0,26,0,0,0,0,0
OASL,34,16,11,126,13,33,30,32,17,167,10,295,13,14,17,14,15
HRK,35,20,78,21,56,10,14,95,39,13,3,44,3,27,23,29,29
RNFT2,12,5,9,16,9,6,10,46,7,9,3,26,6,12,5,11,15
P2RX4,157,88,128,242,139,98,132,547,82,173,98,281,83,126,100,151,103
BICDL1,49,62,79,137,108,55,88,170,41,58,31,38,80,26,61,104,31
DTX1,134,72,188,47,72,138,106,528,76,65,51,81,36,64,62,115,78
TRAFD1,257,141,163,363,253,152,224,353,159,183,122,303,166,82,97,221,116
DMTF1,172,201,332,328,437,96,351,702,270,176,64,137,214,48,259,303,32
OCM2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
TMEM243,295,208,352,496,343,196,366,1111,213,257,356,342,179,152,190,420,199
CCDC146,32,12,29,54,55,10,42,71,28,45,18,48,21,18,18,41,16
TMEM60,110,43,62,101,101,41,174,257,63,88,67,170,59,37,44,109,39
ENSG00000135213,24,3,59,36,42,23,40,72,52,44,7,61,32,8,18,23,17
CD36,1120,504,660,384,1032,222,845,862,439,304,235,821,1906,111,393,636,221
UGT2A3,2,1,0,0,1,2,1,1,4,1,0,1,0,0,0,1,0
CSN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGT2B28,1,1,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0
PNPLA8,279,100,171,71,118,52,160,142,110,166,54,271,312,50,72,141,51
HILPDA,23,17,19,23,37,6,11,102,25,53,15,80,17,14,8,31,14
FAM71F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RINT1,39,49,39,69,54,29,60,119,56,38,30,53,38,26,32,69,19
SRPK2,140,117,125,356,222,124,241,225,154,139,93,173,101,56,122,176,74
KCP,0,0,0,2,2,3,3,5,0,1,1,0,0,0,1,2,2
TES,186,228,249,341,348,183,413,422,237,222,188,335,114,114,218,338,118
MDFIC,38,33,74,111,90,53,97,112,67,37,55,60,30,22,80,109,9
MTO1,29,42,41,104,59,56,105,145,34,48,28,77,62,28,23,61,32
ADGRB3,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1
ANKRD6,17,8,37,44,51,32,47,114,47,5,12,20,6,15,15,34,29
HTR1B,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
KHDC1,5,3,12,12,10,11,11,32,8,8,2,23,3,5,4,12,12
CEP162,14,6,13,14,14,6,21,25,7,9,5,16,9,7,6,13,5
SYNCRIP,148,100,126,149,207,85,169,340,161,120,55,210,181,62,77,193,78
SNX14,167,88,135,212,186,69,275,381,125,167,90,187,86,38,103,197,35
NT5E,26,17,73,40,68,18,45,155,35,43,14,74,14,8,21,37,7
MRAP2,1,0,0,2,2,1,1,4,0,0,0,4,0,1,1,1,1
EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKIRIN2,598,333,273,539,434,234,505,652,506,361,216,529,553,167,220,421,240
ORC3,65,50,50,59,69,25,83,139,81,89,45,115,68,31,37,84,32
LCA5,3,0,0,0,0,0,0,6,0,1,0,3,1,0,0,0,1
MAP3K7,88,72,73,98,98,49,126,131,90,95,44,119,98,22,55,107,27
CGA,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
GJA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR5L,27,56,39,197,71,138,135,49,66,66,28,106,40,23,81,39,31
LMO2,482,296,339,478,525,240,628,693,386,418,283,545,587,246,224,433,273
PHF21A,459,332,228,510,407,231,412,344,379,187,150,219,510,181,155,333,251
NAT10,116,71,89,141,96,72,85,262,71,75,37,133,106,42,53,86,73
EHF,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0
ELF5,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1
PRRG4,16,7,8,122,18,7,22,48,12,14,9,15,10,9,10,23,12
CAPRIN1,326,235,245,423,335,193,390,744,299,321,200,609,301,99,211,370,116
ATP5MC2,4311,2855,4126,5055,4403,3681,5096,10011,2174,5714,5036,10477,3064,2309,3343,6432,4967
DNAJC14,77,81,111,151,129,50,121,217,81,89,47,180,88,28,65,114,39
CD63,1963,976,599,1745,877,1027,2266,2406,949,2331,792,3801,562,1240,853,1323,1970
PRPH,0,0,0,0,0,0,0,5,0,1,0,7,0,0,0,0,0
AVIL,85,23,38,216,145,71,181,192,111,61,55,51,96,33,76,93,81
AMHR2,0,0,0,0,0,0,0,8,11,0,0,2,0,0,1,0,0
LACRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF11,20,26,42,44,25,30,45,79,27,25,18,53,15,12,26,43,22
GLS2,4,2,2,10,2,2,2,4,1,5,0,4,1,0,9,1,0
ITGA7,9,11,1,12,6,2,16,28,5,59,0,131,7,6,2,5,4
TESPA1,259,321,336,503,470,300,429,823,355,210,178,194,354,230,394,579,215
FAM186B,3,0,5,5,7,3,4,10,2,0,1,3,1,1,1,6,1
RDH5,60,50,52,100,78,61,125,258,80,43,19,48,63,58,34,99,91
AGAP2,163,123,120,394,171,143,284,388,155,120,73,124,99,100,148,192,123
BLOC1S1,3068,1641,1480,1299,1351,1216,2953,3085,1007,2091,1143,2429,1976,1540,1003,1872,2200
KRT85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK4,283,176,233,319,153,227,419,749,174,604,167,1030,231,130,176,426,153
PPP1R1A,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TROAP,147,100,35,20,26,60,68,148,68,318,45,721,404,42,30,79,157
TSPAN31,158,114,140,249,185,181,251,426,173,81,84,201,110,88,138,233,48
B4GALNT1,0,1,0,0,0,0,0,3,2,79,0,214,0,0,0,0,0
TFCP2,67,58,52,87,89,46,70,158,63,64,35,79,57,31,52,82,33
COQ10A,65,35,82,103,58,84,94,218,43,100,20,154,67,23,58,61,35
FAIM2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4
PAN2,89,90,83,236,183,84,119,476,149,101,73,180,140,62,63,133,52
ESPL1,35,29,5,6,8,6,22,32,14,46,2,139,109,8,2,22,18
KRT87P,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KRT7,0,0,0,2,0,0,0,1219,0,216,0,216,0,0,0,0,0
ZC3H10,18,18,20,26,17,16,27,47,18,16,10,25,17,8,11,22,9
HNRNPA1,4215,2344,3738,3502,3463,2761,4431,8317,2124,4386,2990,7000,2665,1454,1864,4278,1874
SLC26A10,0,0,0,0,0,0,0,1,0,4,0,6,0,0,0,0,0
ACVR1B,69,48,42,76,80,39,69,163,73,74,22,77,43,38,42,79,37
OS9,915,839,499,1494,936,732,1049,2450,1016,889,408,1448,872,707,537,737,1450
MIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNH3,11,23,22,61,21,17,130,132,54,13,12,18,52,8,44,28,35
LTV1,38,44,54,58,59,37,69,122,37,51,34,68,34,20,28,50,19
MAP7,9,6,3,6,5,3,4,20,4,4,3,9,6,3,3,5,3
CD164,557,376,513,725,714,328,1210,1321,676,529,444,716,393,160,455,759,202
